date,code,volume,open,high,low,adj_close,moving_average_2,moving_average_3,moving_average_5,moving_average_10,moving_average_20,pre_profit,profit
2011.9.22,15760,922255,21750,21850,21350,21550,21825,21850,21910,21960,22130,-0.024886878,0.00913242
2011.9.23,15760,1615749,21000,21100,20400,20500,21025,21383.33333,21590,21775,22055,-0.048723898,-0.024886878
2011.9.26,15760,1136324,20300,20700,20100,20450,20475,20833.33333,21300,21550,21970,-0.002439024,-0.048723898
2011.9.27,15760,853358,20900,21150,20700,21150,20800,20700,21150,21455,21907.5,0.034229829,-0.002439024
2011.9.28,15760,1010504,21600,21600,20850,20950,21050,20850,20920,21405,21830,-0.009456265,0.034229829
2011.9.29,15760,827884,20950,21200,20600,21000,20975,21033.33333,20810,21360,21757.5,0.002386635,-0.009456265
2011.9.30,15760,905758,21050,21150,20700,21050,21025,21000,20920,21255,21682.5,0.002380952,0.002386635
2011.10.4,15760,1244984,20350,20650,20200,20650,20850,20900,20960,21130,21590,-0.019002375,0.002380952
2011.10.5,15760,1416757,20650,21600,20450,20900,20775,20866.66667,20910,21030,21512.5,0.012106538,-0.019002375
2011.10.6,15760,877216,21200,21700,21100,21400,21150,20983.33333,21000,20960,21482.5,0.023923445,0.012106538
2011.10.7,15760,900027,21600,21900,21600,21800,21600,21366.66667,21160,20985,21472.5,0.018691589,0.023923445
2011.10.10,15760,1303208,21600,22250,21600,21900,21850,21700,21330,21125,21450,0.004587156,0.018691589
2011.10.11,15760,1185431,22200,22300,21850,22100,22000,21933.33333,21620,21290,21420,0.00913242,0.004587156
2011.10.12,15760,1303979,21950,22050,21450,21700,21900,21900,21780,21345,21400,-0.018099548,0.00913242
2011.10.13,15760,1246957,21750,21900,21500,21650,21675,21816.66667,21830,21415,21410,-0.002304147,-0.018099548
2011.10.14,15760,1388844,21700,22350,21650,22150,21900,21833.33333,21900,21530,21445,0.023094688,-0.002304147
2011.10.17,15760,692337,22450,22450,22100,22300,22225,22033.33333,21980,21655,21455,0.006772009,0.023094688
2011.10.18,15760,763719,22000,22200,21850,22200,22250,22216.66667,22000,21810,21470,-0.004484305,0.006772009
2011.10.19,15760,4610145,22300,24400,22200,23700,22950,22733.33333,22400,22090,21560,0.067567568,-0.004484305
2011.10.20,15760,1621332,23750,24050,23050,23100,23400,23000,22690,22260,21610,-0.025316456,0.067567568
2011.10.21,15760,1082580,23600,23600,22900,23200,23150,23333.33333,22900,22400,21692.5,0.004329004,-0.025316456
2011.10.24,15760,1237550,23450,23950,23350,23750,23475,23350,23190,22585,21855,0.023706897,0.004329004
2011.10.25,15760,2938768,24300,25250,24300,24350,24050,23766.66667,23620,22810,22050,0.025263158,0.023706897
2011.10.26,15760,2125882,24550,25300,24350,25100,24725,24400,23900,23150,22247.5,0.030800821,0.025263158
2011.10.27,15760,1473488,25100,25600,24800,25300,25200,24916.66667,24340,23515,22465,0.007968127,0.030800821
2011.10.28,15760,1827887,25550,25700,24900,25400,25350,25266.66667,24780,23840,22685,0.003952569,0.007968127
2011.10.31,15760,1051931,25000,25200,24600,25100,25250,25266.66667,25050,24120,22887.5,-0.011811024,0.003952569
2011.11.1,15760,960487,24850,25250,24750,24900,25000,25133.33333,25160,24390,23100,-0.007968127,-0.011811024
2011.11.2,15760,1381006,24500,25700,24150,24800,24850,24933.33333,25100,24500,23295,-0.004016064,-0.007968127
2011.11.3,15760,1205773,24850,25000,24100,24650,24725,24783.33333,24970,24655,23457.5,-0.006048387,-0.004016064
2011.11.4,15760,1044442,24850,24950,24350,24500,24575,24650,24790,24785,23592.5,-0.006085193,-0.006048387
2011.11.7,15760,897738,24800,24800,24000,24150,24325,24433.33333,24600,24825,23705,-0.014285714,-0.006085193
2011.11.8,15760,734081,24200,24200,23800,24200,24175,24283.33333,24460,24810,23810,0.002070393,-0.014285714
2011.11.9,15760,705864,24250,24450,23900,24200,24200,24183.33333,24340,24720,23935,0,0.002070393
2011.11.10,15760,1636543,23650,23850,23250,23300,23750,23900,24070,24520,24017.5,-0.037190083,0
2011.11.11,15760,697625,23500,23800,23350,23450,23375,23650,23860,24325,24082.5,0.006437768,-0.037190083
2011.11.14,15760,1235366,24050,24800,24000,24350,23900,23700,23900,24250,24185,0.038379531,0.006437768
2011.11.15,15760,783692,24150,24300,23900,24100,24225,23966.66667,23880,24170,24280,-0.01026694,0.038379531
2011.11.16,15760,919318,24500,24800,24000,24000,24050,24150,23840,24090,24295,-0.004149378,-0.01026694
2011.11.17,15760,553537,24200,24200,23750,24100,24050,24066.66667,24000,24035,24345,0.004166667,-0.004149378
2011.11.18,15760,925092,23700,23750,23500,23550,23825,23883.33333,24020,23940,24362.5,-0.022821577,0.004166667
2011.11.21,15760,2024682,23900,25050,23850,24100,23825,23916.66667,23970,23935,24380,0.023354565,-0.022821577
2011.11.22,15760,1175991,24100,24350,23900,24050,24075,23900,23960,23920,24365,-0.002074689,0.023354565
2011.11.23,15760,1001613,23750,23800,23200,23450,23750,23866.66667,23850,23845,24282.5,-0.024948025,-0.002074689
2011.11.24,15760,872342,23200,24150,23150,23800,23625,23766.66667,23790,23895,24207.5,0.014925373,-0.024948025
2011.11.25,15760,2815998,24350,25050,24200,24800,24300,24016.66667,24040,24030,24177.5,0.042016807,0.014925373
2011.11.28,15760,3188020,24800,26300,24700,25950,25375,24850,24410,24190,24220,0.046370968,0.042016807
2011.11.29,15760,2345785,25800,26000,25250,25900,25925,25550,24780,24370,24270,-0.001926782,0.046370968
2011.11.30,15760,1905893,25650,25750,24800,25050,25475,25633.33333,25100,24475,24282.5,-0.032818533,-0.001926782
2011.12.1,15760,2747808,25400,25650,24700,24700,24875,25216.66667,25280,24535,24285,-0.013972056,-0.032818533
2011.12.2,15760,1396471,24500,25300,24500,25000,24850,24916.66667,25320,24680,24310,0.012145749,-0.013972056
2011.12.5,15760,1149696,25300,25650,25000,25200,25100,24966.66667,25170,24790,24362.5,0.008,0.012145749
2011.12.6,15760,806919,25200,25400,25050,25350,25275,25183.33333,25060,24920,24420,0.005952381,0.008
2011.12.7,15760,2002114,25200,26300,25200,26250,25800,25600,25300,25200,24522.5,0.035502959,0.005952381
2011.12.8,15760,1800973,26200,26500,26000,26400,26325,26000,25640,25460,24677.5,0.005714286,0.035502959
2011.12.9,15760,1461771,26000,26300,25700,25750,26075,26133.33333,25790,25555,24792.5,-0.024621212,0.005714286
2011.12.12,15760,1333227,25850,26450,25700,26200,25975,26116.66667,25990,25580,24885,0.017475728,-0.024621212
2011.12.13,15760,884333,26150,26150,25650,25850,26025,25933.33333,26090,25575,24972.5,-0.013358779,0.017475728
2011.12.14,15760,1021581,25850,26500,25550,26050,25950,26033.33333,26050,25675,25075,0.007736944,-0.013358779
2011.12.15,15760,2424221,25950,27100,25800,26550,26300,26150,26080,25860,25197.5,0.019193858,0.007736944
2011.12.16,15760,2019769,26900,27500,26600,27150,26850,26583.33333,26360,26075,25377.5,0.02259887,0.019193858
2011.12.19,15760,2051096,27200,27400,25600,26700,26925,26800,26460,26225,25507.5,-0.016574586,0.02259887
2011.12.20,15760,1606920,26300,26800,25950,26000,26350,26616.66667,26490,26290,25605,-0.026217228,-0.016574586
2011.12.21,15760,1518783,26200,26650,25850,26150,26075,26283.33333,26510,26280,25740,0.005769231,-0.026217228
2011.12.22,15760,614254,25850,26350,25850,26200,26175,26116.66667,26440,26260,25860,0.001912046,0.005769231
2011.12.23,15760,727986,26400,26450,26200,26400,26300,26250,26290,26325,25940,0.007633588,0.001912046
2011.12.26,15760,523811,26400,26400,25850,26100,26250,26233.33333,26170,26315,25947.5,-0.011363636,0.007633588
2011.12.27,15760,772314,25950,26150,25650,25800,25950,26100,26130,26310,25942.5,-0.011494253,-0.011363636
2011.12.28,15760,826680,25650,26250,25550,26000,25900,25966.66667,26100,26305,25990,0.007751938,-0.011494253
2011.12.29,15760,972054,25900,26000,25350,25550,25775,25783.33333,25970,26205,26032.5,-0.017307692,0.007751938
2012.1.2,15760,763150,25300,25600,25000,25100,25325,25550,25710,26000,26037.5,-0.017612524,-0.017307692
2012.1.3,15760,994385,25100,25900,25100,25650,25375,25433.33333,25620,25895,26060,0.021912351,-0.017612524
2012.1.4,15760,1409633,25950,26500,25700,26050,25850,25600,25670,25900,26095,0.015594542,0.021912351
2012.1.5,15760,2161506,26300,27400,26200,27050,26550,26250,25880,25990,26135,0.038387716,0.015594542
2012.1.6,15760,1208888,27100,27150,26550,27050,27050,26716.66667,26180,26075,26167.5,0,0.038387716
2012.1.9,15760,1893366,27150,27750,26700,27400,27225,27166.66667,26640,26175,26250,0.012939002,0
2012.1.10,15760,942208,27600,27800,27100,27400,27400,27283.33333,26990,26305,26310,0,0.012939002
2012.1.11,15760,1267915,27400,27450,26600,26900,27150,27233.33333,27160,26415,26362.5,-0.018248175,0
2012.1.12,15760,784038,27050,27200,26750,27150,27025,27150,27180,26530,26417.5,0.00929368,-0.018248175
2012.1.13,15760,1337932,27150,27350,26400,26750,26950,26933.33333,27120,26650,26427.5,-0.014732965,0.00929368
2012.1.16,15760,874265,26500,26550,26000,26100,26425,26666.66667,26860,26750,26375,-0.024299065,-0.014732965
2012.1.17,15760,759111,26200,26700,26150,26350,26225,26400,26650,26820,26357.5,0.009578544,-0.024299065
2012.1.18,15760,857121,26350,26600,26000,26550,26450,26333.33333,26580,26870,26385,0.007590133,0.009578544
2012.1.19,15760,893471,26550,27050,26550,26700,26625,26533.33333,26490,26835,26412.5,0.005649718,0.007590133
2012.1.20,15760,1012559,26700,27000,26500,26750,26725,26666.66667,26490,26805,26440,0.001872659,0.005649718
2012.1.25,15760,1039870,26850,27150,26500,27050,26900,26833.33333,26680,26770,26472.5,0.011214953,0.001872659
2012.1.26,15760,1040670,27000,27400,26900,27200,27125,27000,26850,26750,26527.5,0.005545287,0.011214953
2012.1.27,15760,767252,27150,27300,26750,27000,27100,27083.33333,26940,26760,26587.5,-0.007352941,0.005545287
2012.1.30,15760,810301,26800,27400,26600,27250,27125,27150,27050,26770,26650,0.009259259,-0.007352941
2012.1.31,15760,1734720,27400,27900,27350,27900,27575,27383.33333,27280,26885,26767.5,0.023853211,0.009259259
2012.2.1,15760,888712,27950,27950,27600,27900,27900,27683.33333,27450,27065,26907.5,0,0.023853211
2012.2.2,15760,1259944,27800,28100,27450,27650,27775,27816.66667,27540,27195,27007.5,-0.008960573,0
2012.2.3,15760,514185,27450,27650,27350,27400,27525,27650,27620,27280,27075,-0.009041591,-0.008960573
2012.2.6,15760,931196,27650,27700,26950,27550,27475,27533.33333,27680,27365,27100,0.005474453,-0.009041591
2012.2.7,15760,669302,27550,27750,27200,27500,27525,27483.33333,27600,27440,27122.5,-0.001814882,0.005474453
2012.2.8,15760,1769895,27250,27350,26500,26800,27150,27283.33333,27380,27415,27092.5,-0.025454545,-0.001814882
2012.2.9,15760,2540234,26900,26900,25850,26150,26475,26816.66667,27080,27310,27030,-0.024253731,-0.025454545
2012.2.10,15760,1275052,26150,26150,25850,26000,26075,26316.66667,26800,27210,26985,-0.005736138,-0.024253731
2012.2.13,15760,874529,26000,26200,25850,26000,26000,26050,26490,27085,26927.5,0,-0.005736138
2012.2.14,15760,1852097,26050,26050,25400,25600,25800,25866.66667,26110,26855,26870,-0.015384615,0
2012.2.15,15760,1805059,25450,25700,25050,25200,25400,25600,25790,26585,26825,-0.015625,-0.015384615
2012.2.16,15760,1318862,25100,25150,24800,24900,25050,25233.33333,25540,26310,26752.5,-0.011904762,-0.015625
2012.2.17,15760,1495250,24900,25300,24650,24900,24900,25000,25320,26060,26670,0,-0.011904762
2012.2.20,15760,1127065,24900,25200,24600,24950,24925,24916.66667,25110,25800,26582.5,0.002008032,0
2012.2.21,15760,1214756,24800,25450,24750,25250,25100,25033.33333,25040,25575,26507.5,0.012024048,0.002008032
2012.2.22,15760,831267,25500,25500,25050,25100,25175,25100,25020,25405,26410,-0.005940594,0.012024048
2012.2.23,15760,1043760,25250,25400,24850,25350,25225,25233.33333,25110,25325,26317.5,0.009960159,-0.005940594
2012.2.24,15760,1072284,25350,25650,25250,25500,25425,25316.66667,25230,25275,26242.5,0.00591716,0.009960159
2012.2.27,15760,651398,25500,25550,25200,25350,25425,25400,25310,25210,26147.5,-0.005882353,0.00591716
2012.2.28,15760,1250244,25150,25300,24850,25000,25175,25283.33333,25260,25150,26002.5,-0.013806706,-0.005882353
2012.2.29,15760,1438962,24950,25200,24800,25100,25050,25150,25260,25140,25862.5,0.004,-0.013806706
2012.3.2,15760,775248,25400,25400,24950,25050,25075,25050,25200,25155,25732.5,-0.001992032,0.004
2012.3.5,15760,832758,24950,25050,24700,24850,24950,25000,25070,25150,25605,-0.007984032,-0.001992032
2012.3.6,15760,1504192,24900,25050,24200,24450,24650,24783.33333,24890,25100,25450,-0.016096579,-0.007984032
2012.3.7,15760,1290371,24050,24100,23900,24050,24250,24450,24700,24980,25277.5,-0.016359918,-0.016096579
2012.3.8,15760,2440257,24050,24100,23400,23650,23850,24050,24410,24835,25120,-0.016632017,-0.016359918
2012.3.9,15760,898085,23650,24100,23650,23850,23750,23850,24170,24685,25005,0.00845666,-0.016632017
2012.3.12,15760,966901,23850,23850,23350,23550,23700,23683.33333,23910,24490,24882.5,-0.012578616,0.00845666
2012.3.13,15760,767725,23550,23800,23450,23550,23550,23650,23730,24310,24760,0,-0.012578616
2012.3.14,15760,1371296,23700,23750,23400,23550,23550,23550,23630,24165,24657.5,0,0
2012.3.15,15760,1277721,23350,23500,23100,23300,23425,23466.66667,23560,23985,24562.5,-0.010615711,0
2012.3.16,15760,1384317,23500,23700,23250,23500,23400,23450,23490,23830,24492.5,0.008583691,-0.010615711
2012.3.19,15760,1113248,23500,23600,23300,23450,23475,23416.66667,23470,23690,24420,-0.00212766,0.008583691
2012.3.20,15760,1251885,23350,23400,23100,23150,23300,23366.66667,23390,23560,24330,-0.012793177,-0.00212766
2012.3.21,15760,998942,23150,23450,23100,23300,23225,23300,23340,23485,24232.5,0.006479482,-0.012793177
2012.3.22,15760,1649874,23300,23400,22900,23100,23200,23183.33333,23300,23430,24132.5,-0.008583691,0.006479482
2012.3.23,15760,829145,22900,23000,22850,22950,23025,23116.66667,23190,23340,24012.5,-0.006493506,-0.008583691
2012.3.26,15760,861767,22950,23150,22650,22850,22900,22966.66667,23070,23270,23880,-0.004357298,-0.006493506
2012.3.27,15760,720030,22800,23150,22800,22900,22875,22900,23020,23205,23757.5,0.002188184,-0.004357298
2012.3.28,15760,1227846,22850,22850,22400,22550,22725,22766.66667,22870,23105,23635,-0.015283843,0.002188184
2012.3.29,15760,903825,22400,22450,22100,22250,22400,22566.66667,22700,23000,23492.5,-0.013303769,-0.015283843
2012.3.30,15760,1061467,22350,22650,22350,22400,22325,22400,22590,22890,23360,0.006741573,-0.013303769
2012.4.2,15760,838307,22300,22650,22300,22450,22425,22366.66667,22510,22790,23240,0.002232143,0.006741573
2012.4.3,15760,1280665,22500,22600,22100,22200,22325,22350,22370,22695,23127.5,-0.011135857,0.002232143
2012.4.4,15760,1646748,22100,22450,21850,22250,22225,22300,22310,22590,23037.5,0.002252252,-0.011135857
2012.4.5,15760,1086076,22250,22450,22050,22150,22200,22200,22290,22495,22962.5,-0.004494382,0.002252252
2012.4.6,15760,1351618,22100,22850,22000,22650,22400,22350,22340,22465,22902.5,0.022573363,-0.004494382
2012.4.9,15760,920424,22750,22800,22450,22600,22625,22466.66667,22370,22440,22855,-0.002207506,0.022573363
2012.4.10,15760,1057528,22550,22850,22450,22600,22600,22616.66667,22450,22410,22807.5,0,-0.002207506
2012.4.12,15760,1343719,22400,22500,22200,22400,22500,22533.33333,22480,22395,22750,-0.008849558,0
2012.4.13,15760,1149303,22400,22500,22100,22350,22375,22450,22520,22405,22702.5,-0.002232143,-0.008849558
2012.4.16,15760,685122,22200,22350,22050,22250,22300,22333.33333,22440,22390,22640,-0.004474273,-0.002232143
2012.4.17,15760,977021,22250,22550,22100,22400,22325,22333.33333,22400,22385,22587.5,0.006741573,-0.004474273
2012.4.18,15760,823842,22400,22600,22250,22450,22425,22366.66667,22370,22410,22552.5,0.002232143,0.006741573
2012.4.19,15760,932042,22250,22300,22150,22300,22375,22383.33333,22350,22415,22502.5,-0.006681514,0.002232143
2012.4.20,15760,766311,22250,22300,21900,22100,22200,22283.33333,22300,22410,22452.5,-0.00896861,-0.006681514
2012.4.23,15760,445198,22050,22200,21900,22100,22100,22166.66667,22270,22355,22410,0,-0.00896861
2012.4.24,15760,866327,21850,21950,21700,21900,22000,22033.33333,22170,22285,22362.5,-0.009049774,0
2012.4.25,15760,784983,21750,22050,21600,21850,21875,21950,22050,22210,22310,-0.002283105,-0.009049774
2012.4.26,15760,423977,21750,21850,21650,21750,21800,21833.33333,21940,22145,22270,-0.004576659,-0.002283105
2012.4.27,15760,1360158,21600,21700,21200,21450,21600,21683.33333,21810,22055,22230,-0.013793103,-0.004576659
2012.4.30,15760,1111026,21450,21900,21300,21700,21575,21633.33333,21730,22000,22195,0.011655012,-0.013793103
2012.5.2,15760,2667395,21900,22800,21750,22500,22100,21883.33333,21850,22010,22197.5,0.036866359,0.011655012
2012.5.3,15760,2358185,22700,23400,22600,22850,22675,22350,22050,22050,22230,0.015555556,0.036866359
2012.5.4,15760,2772456,23150,23700,23000,23300,23075,22883.33333,22360,22150,22282.5,0.019693654,0.015555556
2012.5.7,15760,2150373,23250,23950,23200,23350,23325,23166.66667,22740,22275,22342.5,0.002145923,0.019693654
2012.5.8,15760,1267889,23350,23400,23050,23400,23375,23350,23080,22405,22380,0.002141328,0.002145923
2012.5.9,15760,1674264,23150,23800,23150,23500,23450,23416.66667,23280,22565,22425,0.004273504,0.002141328
2012.5.10,15760,1200894,23300,23450,23100,23200,23350,23366.66667,23350,22700,22455,-0.012765957,0.004273504
2012.5.11,15760,1001166,23200,23350,23000,23100,23150,23266.66667,23310,22835,22490,-0.004310345,-0.012765957
2012.5.14,15760,933915,23100,23150,22800,23000,23050,23100,23240,22990,22522.5,-0.004329004,-0.004310345
2012.5.15,15760,2678741,22700,22750,22100,22350,22675,22816.66667,23030,23055,22527.5,-0.02826087,-0.004329004
2012.5.16,15760,1587331,22100,22600,22050,22300,22325,22550,22790,23035,22522.5,-0.002237136,-0.02826087
2012.5.17,15760,3609037,22500,23750,22350,23000,22650,22550,22750,23050,22550,0.031390135,-0.002237136
2012.5.18,15760,2189889,23550,23600,22500,22750,22875,22683.33333,22680,22995,22572.5,-0.010869565,0.031390135
2012.5.21,15760,1155897,23150,23250,22750,22750,22750,22833.33333,22630,22935,22605,0,-0.010869565
2012.5.22,15760,1559933,22700,22750,22250,22750,22750,22750,22710,22870,22637.5,0,0
2012.5.23,15760,1256172,22550,22800,22200,22600,22675,22700,22770,22780,22672.5,-0.006593407,0
2012.5.24,15760,823542,22700,22750,22300,22450,22525,22600,22660,22705,22702.5,-0.006637168,-0.006593407
2012.5.25,15760,549619,22250,22500,22250,22400,22425,22483.33333,22590,22635,22735,-0.002227171,-0.006637168
2012.5.29,15760,1040973,22700,23100,22550,22650,22525,22500,22570,22600,22795,0.011160714,-0.002227171
2012.5.30,15760,1240553,22650,22650,22200,22400,22525,22483.33333,22500,22605,22830,-0.011037528,0.011160714
2012.5.31,15760,822356,22250,22550,22050,22500,22450,22516.66667,22480,22625,22830,0.004464286,-0.011037528
2012.6.1,15760,1009911,22350,22800,22350,22600,22550,22500,22510,22585,22817.5,0.004444444,0.004464286
2012.6.4,15760,3318319,22000,23350,22000,23150,22875,22750,22660,22625,22810,0.024336283,0.004444444
2012.6.5,15760,3269914,23200,24250,23200,23950,23550,23233.33333,22920,22745,22840,0.034557235,0.024336283
2012.6.7,15760,1374786,24100,24350,23700,24100,24025,23733.33333,23260,22880,22875,0.006263048,0.034557235
2012.6.8,15760,766940,24150,24500,24000,24100,24100,24050,23580,23030,22905,0,0.006263048
2012.6.11,15760,1771209,24000,24200,23500,24150,24125,24116.66667,23890,23200,22952.5,0.002074689,0
2012.6.12,15760,713758,23800,23950,23600,23800,23975,24016.66667,24020,23340,22987.5,-0.014492754,0.002074689
2012.6.13,15760,740238,24000,24100,23700,23750,23775,23900,23980,23450,23025,-0.00210084,-0.014492754
2012.6.14,15760,1446132,23900,24200,23850,24150,23950,23900,23990,23625,23115,0.016842105,-0.00210084
2012.6.15,15760,912847,24050,24300,23850,24050,24100,23983.33333,23980,23780,23202.5,-0.004140787,0.016842105
2012.6.18,15760,1209184,24100,24450,24000,24200,24125,24133.33333,23990,23940,23262.5,0.006237006,-0.004140787
2012.6.19,15760,750683,24400,24450,24050,24050,24125,24100,24040,24030,23327.5,-0.006198347,0.006237006
2012.6.20,15760,2476111,24200,25050,24200,24700,24375,24316.66667,24230,24105,23425,0.027027027,-0.006198347
2012.6.21,15760,2509658,24850,25550,24850,25100,24900,24616.66667,24420,24205,23542.5,0.016194332,0.027027027
2012.6.22,15760,3224855,25000,25700,25000,25500,25300,25100,24710,24345,23687.5,0.015936255,0.016194332
2012.6.25,15760,2557736,25650,26100,25150,25850,25675,25483.33333,25040,24515,23857.5,0.01372549,0.015936255
2012.6.26,15760,1689694,25650,25900,25050,25250,25550,25533.33333,25280,24660,24000,-0.023210832,0.01372549
2012.6.27,15760,1370289,25050,25450,24700,25300,25275,25466.66667,25400,24815,24132.5,0.001980198,-0.023210832
2012.6.28,15760,799998,25250,25650,25200,25500,25400,25350,25480,24950,24287.5,0.007905138,0.001980198
2012.6.29,15760,1433035,25200,26000,25200,25650,25575,25483.33333,25510,25110,24445,0.005882353,0.007905138
2012.7.2,15760,1166676,25400,25850,25100,25700,25675,25616.66667,25480,25260,24600,0.001949318,0.005882353
2012.7.3,15760,2504133,25950,26500,25850,26350,26025,25900,25700,25490,24760,0.025291829,0.001949318
2012.7.4,15760,1054632,26350,26400,25850,26150,26250,26066.66667,25870,25635,24870,-0.007590133,0.025291829
2012.7.5,15760,1868327,26300,26300,25150,25600,25875,26033.33333,25890,25685,24945,-0.021032505,-0.007590133
2012.7.6,15760,1190657,25500,25500,24900,25300,25450,25683.33333,25820,25665,25005,-0.01171875,-0.021032505
2012.7.9,15760,871467,25300,25550,25100,25500,25400,25466.66667,25780,25630,25072.5,0.007905138,-0.01171875
2012.7.10,15760,858634,25600,25800,25200,25500,25500,25433.33333,25610,25655,25157.5,0,0.007905138
2012.7.11,15760,1196030,25400,25700,25000,25350,25425,25450,25450,25660,25237.5,-0.005882353,0
2012.7.12,15760,937983,25350,25450,24900,24900,25125,25250,25310,25600,25275,-0.017751479,-0.005882353
2012.7.13,15760,903761,25050,25400,24750,24950,24925,25066.66667,25240,25530,25320,0.002008032,-0.017751479
2012.7.16,15760,657082,24900,25200,24550,25200,25075,25016.66667,25180,25480,25370,0.01002004,0.002008032
2012.7.17,15760,1428033,25200,25900,25100,25300,25250,25150,25140,25375,25432.5,0.003968254,0.01002004
2012.7.18,15760,1062171,25150,25750,25100,25550,25425,25350,25180,25315,25475,0.009881423,0.003968254
2012.7.19,15760,1554225,25850,25850,24800,25150,25350,25333.33333,25230,25270,25477.5,-0.015655577,0.009881423
2012.7.20,15760,824521,24900,25200,24850,25050,25100,25250,25250,25245,25455,-0.003976143,-0.015655577
2012.7.23,15760,832863,25050,25300,25050,25150,25100,25116.66667,25240,25210,25420,0.003992016,-0.003976143
2012.7.24,15760,1484746,25250,25900,25100,25700,25425,25300,25320,25230,25442.5,0.021868787,0.003992016
2012.7.25,15760,1060347,25550,25900,25350,25400,25550,25416.66667,25290,25235,25447.5,-0.011673152,0.021868787
2012.7.26,15760,846000,25200,25900,25200,25600,25500,25566.66667,25380,25305,25452.5,0.007874016,-0.011673152
2012.7.27,15760,575930,25850,25850,25300,25750,25675,25583.33333,25520,25385,25457.5,0.005859375,0.007874016
2012.7.30,15760,1116682,25650,25650,25050,25500,25625,25616.66667,25590,25415,25447.5,-0.009708738,0.005859375
2012.7.31,15760,1737447,25450,25500,24950,25300,25400,25516.66667,25510,25415,25395,-0.007843137,-0.009708738
2012.8.1,15760,862099,25100,25500,25000,25300,25300,25366.66667,25490,25390,25352.5,0,-0.007843137
2012.8.2,15760,988414,25400,25700,25300,25600,25450,25400,25490,25435,25352.5,0.011857708,0
2012.8.3,15760,1237215,25500,25750,25000,25200,25400,25366.66667,25380,25450,25347.5,-0.015625,0.011857708
2012.8.6,15760,2702492,25050,25150,24150,24450,24825,25083.33333,25170,25380,25295,-0.029761905,-0.015625
2012.8.7,15760,3006886,24400,24400,23550,23850,24150,24500,24880,25195,25212.5,-0.024539877,-0.029761905
2012.8.8,15760,1553764,23850,24050,23750,23850,23850,24050,24590,25040,25137.5,0,-0.024539877
2012.8.9,15760,2037165,23850,24600,23850,24350,24100,24016.66667,24340,24915,25110,0.020964361,0
2012.8.10,15760,1153874,24400,24500,23900,24150,24250,24116.66667,24130,24755,25070,-0.008213552,0.020964361
2012.8.13,15760,803970,24100,24500,24100,24200,24175,24233.33333,24080,24625,25020,0.002070393,-0.008213552
2012.8.14,15760,1229517,24350,24600,24250,24400,24300,24250,24190,24535,24975,0.008264463,0.002070393
2012.8.16,15760,773266,24400,24650,24300,24500,24450,24366.66667,24320,24455,24922.5,0.004098361,0.008264463
2012.8.17,15760,795918,24500,24700,24400,24550,24525,24483.33333,24360,24350,24892.5,0.002040816,0.004098361
2012.8.20,15760,810121,24600,24950,24550,24850,24700,24633.33333,24500,24315,24882.5,0.012219959,0.002040816
2012.8.21,15760,649196,25000,25100,24800,24800,24825,24733.33333,24620,24350,24865,-0.002012072,0.012219959
2012.8.22,15760,917467,24950,25100,24700,24900,24850,24850,24720,24455,24825,0.004032258,-0.002012072
2012.8.23,15760,783134,25100,25350,24900,25050,24975,24916.66667,24830,24575,24807.5,0.006024096,0.004032258
2012.8.24,15760,1661177,25000,25300,24850,25150,25100,25033.33333,24950,24655,24785,0.003992016,0.006024096
2012.8.27,15760,1539535,25200,25650,25150,25500,25325,25233.33333,25080,24790,24772.5,0.013916501,0.003992016
2012.8.28,15760,906684,25350,25500,24950,25150,25325,25266.66667,25150,24885,24755,-0.01372549,0.013916501
2012.8.29,15760,1114610,25050,25100,24600,24850,25000,25166.66667,25140,24930,24732.5,-0.011928429,-0.01372549
2012.8.30,15760,867734,24600,24850,24300,24550,24700,24850,25040,24935,24695,-0.012072435,-0.011928429
2012.8.31,15760,993866,24250,24650,24150,24600,24575,24666.66667,24930,24940,24645,0.00203666,-0.012072435
2012.9.3,15760,838254,24200,24550,24150,24500,24550,24550,24730,24905,24610,-0.004065041,0.00203666
2012.9.4,15760,1595608,24200,24400,23850,24000,24250,24366.66667,24500,24825,24587.5,-0.020408163,-0.004065041
2012.9.5,15760,601350,23850,24000,23700,23750,23875,24083.33333,24280,24710,24582.5,-0.010416667,-0.020408163
2012.9.6,15760,939043,23750,24200,23700,24050,23900,23933.33333,24180,24610,24592.5,0.012631579,-0.010416667
2012.9.7,15760,1432178,24150,24300,23750,24000,24025,23933.33333,24060,24495,24575,-0.002079002,0.012631579
2012.9.10,15760,755285,24050,24150,23800,23850,23925,23966.66667,23930,24330,24560,-0.00625,-0.002079002
2012.9.11,15760,689087,23800,23900,23650,23800,23825,23883.33333,23890,24195,24540,-0.002096436,-0.00625
2012.9.12,15760,946110,23800,24150,23800,23950,23875,23866.66667,23930,24105,24517.5,0.006302521,-0.002096436
2012.9.13,15760,3130331,23950,25000,23900,24750,24350,24166.66667,24070,24125,24530,0.033402923,0.006302521
2012.9.14,15760,1813940,24900,25150,24750,24800,24775,24500,24230,24145,24542.5,0.002020202,0.033402923
2012.9.17,15760,1213495,24550,24950,24400,24950,24875,24833.33333,24450,24190,24547.5,0.006048387,0.002020202
2012.9.18,15760,834554,24700,25100,24700,25000,24975,24916.66667,24690,24290,24557.5,0.002004008,0.006048387
