company,year,PROFIT,INTEREST,GAS,ROE,EPS,BPS,PER,PBR,PSR,DR,ASSET,SALES,OPERATION_PROFIT,CASH_FLOW
롯데케미칼,2014,0.3316938245801362,2.069,-28.41,2.25,4284.58,187805.11,37.34322,0.85195,0.36907,59.57,10322655619.29,14858969270.21,350928517.65,638496781.71
아모레G,2014,-0.2951516774510964,2.069,-28.41,12.08,26966.32,276426.33,37.00913,3.61037,1.74648,27.21,5499725184.32,4711946900.74,659091329.94,395954344.61
LG디스플레이,2014,-0.09371601805779817,2.069,-28.41,8.13,2527.19,31947.77,13.31518,1.05328,0.45512,94.91,22967023000.0,26455529000.0,1357255000.0,4396579000.0
우리은행,2014,-0.11007047477744802,2.069,-28.41,5.9,1719.5,26647.45,5.81564,0.37527,0.40388,1393.12,270157219000.0,9211240000.0,897708000.0,1461196000.0
카카오,2014,0.09599067930770744,2.069,-28.41,11.35,6117.11,42650.98,20.20562,2.89794,6.07982,12.37,2768024898.49,498857728.73,176427094.3,173160885.75
엔씨소프트,2014,0.13082960587391335,2.069,-28.41,17.95,10487.13,66701.94,17.35461,2.72856,4.75826,23.5,1698826127.74,838718199.69,278188111.02,266691283.13
고려아연,2014,0.24340774010268285,2.069,-28.41,11.08,26564.58,248405.7,15.1894,1.62436,1.54176,17.97,5642418565.09,4938531767.64,682672613.19,657195432.69
기업은행,2014,-0.041196665031878354,2.069,-28.41,6.86,1718.51,23898.25,8.20478,0.59,0.608,1304.56,219760786000.0,8597526000.0,1388331000.0,1212099000.0
삼성전기,2014,0.0579969510174323,2.069,-28.41,11.44,6478.09,58689.9,8.44385,0.93202,0.69581,66.25,7718611985.12,6100447147.86,64948969.15,1162944029.35
강원랜드,2014,0.18229536542439861,2.069,-28.41,13.76,1679.74,13457.69,18.09804,2.25893,4.34588,24.76,3375127289.43,1496541441.33,513172052.0,434999212.74
코웨이,2014,0.1014338558226422,2.069,-28.41,25.21,3237.5,15146.18,26.00772,5.55916,3.006,56.01,1621649446.07,2160315530.68,364428569.87,463299808.79
미래에셋대우,2014,0.3114890087100788,2.069,-28.41,5.09,602.14,12570.96,16.32511,0.78196,0.83458,633.38,30613292000.0,798693000.0,270794000.0,223729000.0
현대제철,2014,-0.12337535014005607,2.069,-28.41,5.76,6561.67,117001.49,9.67741,0.54273,0.44152,109.44,28933799402.15,16762359710.59,1491138483.49,1953333410.91
한온시스템,2014,-0.09591644999890758,2.069,-28.41,18.09,2579.48,15160.43,18.76347,3.19252,0.94725,94.01,3240023316.37,5454949458.34,370316273.46,440766345.12
한미사이언스,2014,5.015035103987283,2.069,-28.41,5.29,390.65,7966.87,39.54947,1.93928,1.58171,77.82,742795233.94,532886463.4,9293293.63,22678877.05
이마트,2014,-0.04346049568204169,2.069,-28.41,4.24,10404.13,247900.28,19.51148,0.81888,0.43021,95.86,13827456646.37,13153607337.38,582977457.56,703902629.6
한국타이어,2014,-0.22618153883757874,2.069,-28.41,16.57,5653.76,36424.42,9.32123,1.44683,0.97715,84.22,8320082168.59,6680847700.91,1031636563.46,1129353998.85
한화생명,2014,0.11489721205294279,2.069,-28.41,5.18,466.77,10348.46,17.76035,0.80109,0.485,964.78,92126214195.41,9176713875.74,484412052.06,506234177.37
한미약품,2014,2.739461496936234,2.069,-28.41,8.23,3675.61,54308.2,27.7505,1.87817,1.29441,75.37,1033334526.42,761279849.47,34452014.23,60901821.07
롯데쇼핑,2014,-0.22739442771936225,2.069,-28.41,3.57,16723.88,531131.43,16.32396,0.514,0.30595,128.41,40072325738.28,28099567271.56,1188378783.69,1426023719.93
CJ,2014,0.5970540498326011,2.069,-28.41,5.76,7197.81,114587.36,21.67326,1.36141,0.23162,154.02,23039318812.0,19572301244.0,1003117885.0,1448234891.0
LG유플러스,2014,0.04604069156557444,2.069,-28.41,5.55,522.65,9567.18,22.00325,1.20203,0.45646,187.53,12012660000.0,10999828000.0,576338000.0,1733598000.0
CJ제일제당,2014,0.16952768739584023,2.069,-28.41,2.82,6368.99,213385.2,48.1238,1.43637,0.37817,170.36,13382531013.0,11701797228.0,579930251.0,539571284.0
현대글로비스,2014,-0.19004581235801565,2.069,-28.41,21.01,14299.73,73895.32,20.385,3.94477,0.78518,123.6,6196213723.17,13922020908.4,644629115.88,635773812.96
한국항공우주,2014,1.025735820938297,2.069,-28.41,13.9,1358.46,10266.21,29.29788,3.8768,1.66602,110.75,2108950274.62,2328613260.84,189341512.55,215903306.07
한화케미칼,2014,0.10100594152597209,2.069,-28.41,0.25,366.36,26824.25,32.20876,0.4399,0.22688,163.56,12597023733.42,8055333189.0,141260282.96,478930581.64
삼성중공업,2014,-0.442767116459572,2.069,-28.41,2.58,646.02,28173.26,30.8814,0.70812,0.35781,207.23,17122234082.59,12879061898.89,183019978.88,433418077.44
DB손해보험,2014,0.010166027181123916,2.069,-28.41,13.32,5961.17,49199.59,9.22638,1.1179,0.26932,872.72,34932066497.59,11837105536.07,528799219.82,555975173.27
효성,2014,0.567090395480226,2.069,-28.41,10.49,7666.54,80479.73,8.92189,0.8499,0.19726,371.88,13662073774.02,12177134354.52,600346262.22,790072426.26
삼성카드,2014,-0.09710907649051981,2.069,-28.41,10.42,5662.28,55209.63,7.80604,0.80058,1.45406,177.55,17736626744.35,2807499068.0,865372833.93,771200912.4
LG이노텍,2014,-0.12705387339884422,2.069,-28.41,7.48,4760.9,71694.82,23.62999,1.56915,0.41177,161.05,4428761036.74,6466119296.27,313958826.0,647244677.11
한국가스공사,2014,-0.28160462717110046,2.069,-28.41,4.79,4844.63,106450.86,10.22782,0.46547,0.12268,380.98,46772022424.9,37284866761.13,1071906156.2,1594496809.46
NH투자증권,2014,0.150519544779812,2.069,-28.41,2.08,371.35,14617.64,27.60199,0.70121,0.46362,837.83,41059175000.0,709129000.0,125470000.0,103832000.0
KCC,2014,-0.15996943677578734,2.069,-28.41,5.77,30964.33,600744.13,16.79352,0.86559,1.60902,38.93,8654534050.52,3399828905.02,273391768.41,480366745.92
한샘,2014,1.5374675018374488,2.069,-28.41,28.79,3682.33,16556.57,31.09444,6.91568,2.03362,60.93,544027390.89,1325043301.21,110404162.87,95557986.0
BGF리테일,2014,1.2425626503456044,2.069,-28.41,26.18,4125.35,23189.98,18.54388,3.29884,0.55967,133.96,1338474143.82,3367999286.13,124120981.49,206570835.66
한국금융지주,2014,0.33862220429384604,2.069,-28.41,8.66,4292.7,47249.71,11.29825,1.02646,0.73301,786.07,25344422225.46,678909668.89,326926088.16,272790994.92
현대건설,2014,-0.26643972550926676,2.069,-28.41,8.04,2972.44,47476.86,14.16345,0.88675,0.2716,168.8,18244600000.0,17276480000.0,829195000.0,485346000.0
현대해상,2014,-0.008812838625608665,2.069,-28.41,10.62,2628.22,26760.24,9.89263,0.97159,0.16504,1106.01,28610402737.95,11725301994.02,330201229.4,292203879.6
에스원,2014,0.08701696212217835,2.069,-28.41,13.22,2881.76,27084.69,24.70712,2.62879,1.65503,59.44,1460060972.21,1634734450.48,152743286.6,250854523.18
CJ대한통운,2014,0.3272078854821934,2.069,-28.41,2.63,2509.82,121311.41,78.09325,1.61568,0.98051,99.19,4542856098.59,4560087295.13,167079481.16,180772222.04
삼성증권,2014,0.1374484851229565,2.069,-28.41,6.89,3002.06,47220.35,14.83981,0.94345,1.09769,652.14,25774747150.77,768513395.78,166982445.67,274331058.43
호텔신라,2014,0.14532418227387622,2.069,-28.41,10.43,1837.07,18347.71,49.75314,4.98155,1.2568,161.3,1907452204.2,2908977192.34,138980017.0,137319144.15
BNK금융지주,2014,-0.13263316772530032,2.069,-28.41,18.08,3749.22,20333.16,3.86747,0.71312,0.68329,1438.27,84050063926.7,2495772998.56,941140228.52,886231629.79
메리츠종금증권,2014,0.8318677453394301,2.069,-28.41,16.15,465.13,2916.99,8.46,1.34899,0.81349,994.0,11783775446.71,391920216.4,144343367.25,158555651.31
동서,2014,0.7830970847820273,2.069,-28.41,12.61,1278.95,10601.06,17.67075,2.13186,4.48263,9.45,1175763188.64,502655538.19,54146019.22,133582061.57
팬오션,2014,-0.007535584705554044,2.069,-28.41,94.51,4844.13,6624.87,0.53776,0.39322,0.25691,220.4,4557930000.0,1645571000.0,215955000.0,945238000.0
GS리테일,2014,0.8041754651579744,2.069,-28.41,6.75,1445.21,21838.25,17.74829,1.17454,0.398,73.66,2920088717.49,4962383688.16,143310178.5,291647931.99
현대산업,2014,0.6248950965112097,2.069,-28.41,3.72,913.17,30038.91,42.37984,1.28833,0.65158,161.18,5936510228.55,4477376534.01,225349321.62,110677782.68
오뚜기,2014,0.717687273699201,2.069,-28.41,12.03,27257.51,240233.17,17.82995,2.02303,0.93832,64.16,1351560244.89,1781728719.56,115870936.05,124508909.94
메리츠화재,2014,0.08916292974588935,2.069,-28.41,9.4,1118.69,13303.11,11.12909,0.93587,0.21096,830.51,13047380026.88,5196743775.62,156620143.75,170492894.0
녹십자,2014,0.4515448298252258,2.069,-28.41,9.86,7183.02,77574.17,19.07276,1.76605,1.64156,44.5,1330351374.21,975327105.73,96965895.53,107465674.43
신세계,2014,-0.001881476178675956,2.069,-28.41,5.38,15907.65,266049.72,11.37817,0.68032,0.71499,122.23,7931446085.89,2492306887.38,273446693.32,324791696.98
유한양행,2014,0.3048161425564939,2.069,-28.41,7.26,7985.77,125883.48,21.22525,1.34648,1.8972,26.66,1615971977.66,1017491786.42,74393055.13,117460670.59
삼성엔지니어링,2014,-0.5390547078526238,2.069,-28.41,6.06,1374.55,30933.54,27.57266,1.22521,0.17012,545.29,6151866236.02,8911451187.78,161833170.85,135732217.41
대우건설,2014,-0.13563454382137818,2.069,-28.41,4.82,318.57,6571.88,18.48887,0.89624,0.24492,276.44,10260218123.86,9995022699.14,426972474.27,190278976.07
두산,2014,-0.11404012388106766,2.069,-28.41,0.37,2477.52,119599.66,41.77565,0.86539,0.1344,252.37,31369299869.19,20312359982.55,997937685.77,731370813.91
메리츠금융지주,2014,0.7009803921568627,2.069,-28.41,9.22,912.01,9663.79,9.86831,0.93131,0.15018,792.18,26762548700.0,794829094.54,272640851.98,388130959.16
제일기획,2014,-0.11943266171792155,2.069,-28.41,13.15,883.2,8704.38,19.47464,1.97602,0.74213,108.89,1843852103.64,2666255721.57,126772497.42,135179177.75
금호석유,2014,-0.15650053526822882,2.069,-28.41,5.52,2781.95,47763.78,28.97248,1.68747,0.56642,170.31,4437304355.25,4765671057.73,184864990.45,270775944.53
LS,2014,-0.3806603176389495,2.069,-28.41,2.87,1397.39,77118.11,38.85816,0.70411,0.16065,240.76,10335736000.0,10883348000.0,319823000.0,388794000.0
포스코대우,2014,-0.33629912663755457,2.069,-28.41,7.66,1620.41,20886.53,19.40867,1.50576,0.17549,293.34,9340867224.0,20407753120.0,376066859.0,297239106.0
농심,2014,0.10685299805185933,2.069,-28.41,4.2,10686.71,265581.45,23.62748,0.95074,0.75225,43.17,2224132075.06,2041702670.0,73543113.38,146034058.54
현대백화점,2014,-0.017232914724821247,2.069,-28.41,7.94,11469.57,140922.76,10.72403,0.87282,1.85487,50.01,5683921344.0,1551860911.0,363655217.0,383185406.0
영풍,2014,0.051235368729714015,2.069,-28.41,3.51,69539.85,1352694.86,17.80274,0.91521,0.81547,33.76,3895357159.28,2796468604.08,-29237791.8,372099231.4
코오롱인더,2014,0.0068305543191700124,2.069,-28.41,2.0,1517.03,67609.02,31.87149,0.71514,0.25242,136.38,4749217251.49,5337651913.5,168815717.98,233823373.89
GKL,2014,-0.18713308427538689,2.069,-28.41,28.18,1883.64,6974.49,17.12111,4.62399,3.68951,50.9,651013157.7,540680448.12,147762332.98,127880938.99
쌍용양회,2014,0.7242384638584498,2.069,-28.41,8.31,1311.06,15275.65,9.22917,0.79211,0.48086,134.02,3003332755.96,2020704532.89,162311620.33,194597248.45
키움증권,2014,0.3138926366572632,2.069,-28.41,8.55,3420.01,41499.86,13.47949,1.11085,1.71464,410.36,4714915521.31,300566504.87,100967960.2,103039565.78
일진머티리얼즈,2014,-0.21626868569209867,2.069,-28.41,-0.66,86.08,6920.52,82.9461,1.03171,0.6747,103.66,596095083.66,414835435.85,-28549803.06,37720496.57
녹십자홀딩스,2014,1.0226628895184136,2.069,-28.41,8.9,1145.69,14524.58,18.24228,1.43894,0.99108,51.63,1790874896.42,1044768160.17,115192883.0,82805788.98
두산인프라코어,2014,-0.25649671052631584,2.069,-28.41,0.7,202.29,13492.73,48.04983,0.72039,0.26227,263.64,11957427427.21,7688557930.49,452994437.25,329813483.23
LS산전,2014,-0.18342069137651318,2.069,-28.41,10.95,3560.52,33949.28,16.7953,1.76145,0.78307,130.95,2294355145.93,2290983456.99,162066231.29,193799726.63
현대위아,2014,-0.2896678562827053,2.069,-28.41,17.02,16732.83,109053.37,10.51824,1.61389,0.60159,108.41,5937316944.02,7595605786.29,525640006.77,582280494.15
영진약품,2014,0.15431348724179839,2.069,-28.41,0.89,5.12,567.44,254.88281,2.2998,1.38327,77.57,178968332.7,167569401.35,6976489.16,5823326.95
한국타이어월드와이드,2014,-0.09050568549505411,2.069,-28.41,7.85,1976.21,26082.59,12.37217,0.93741,9.92019,3.78,2506418760.32,229263915.99,188230508.41,186509709.65
하이트진로,2014,-0.023141834299352237,2.069,-28.41,1.57,296.73,19704.7,78.35406,1.17992,0.88493,157.72,3422364424.37,1872333382.75,93703353.57,143893375.39
한전KPS,2014,0.4330018355661489,2.069,-28.41,25.5,3739.9,15511.57,21.31073,5.1381,3.30391,32.6,925544046.57,1085530566.53,215805994.57,196993070.26
현대상선,2014,-0.3008152422826784,2.069,-28.41,3.17,214.03,3261.59,46.72242,3.06599,0.26799,959.87,7265782000.0,6515039000.0,-235027000.0,276630000.0
롯데하이마트,2014,-0.11786852808618231,2.069,-28.41,5.88,4085.01,71380.69,16.52383,0.94563,0.42445,64.65,2774637425.71,3754294609.54,144391266.4,149541720.4
DGB금융지주,2014,-0.26927083333333335,2.069,-28.41,7.85,1713.74,21797.21,6.59377,0.51841,0.67342,1176.94,41009706925.32,1711331698.24,323918724.15,287509849.8
한국콜마,2014,0.9708231535425671,2.069,-28.41,22.34,1640.63,8521.11,26.84944,5.16951,1.90963,87.09,336375677.7,461252659.67,46843772.1,39804865.93
쿠쿠전자,2014,0.16427934179222836,2.069,-28.41,22.68,9255.24,52489.43,19.23235,3.39116,3.07922,25.48,553346403.14,566702029.22,78580085.31,119129181.65
SKC,2014,0.14763195662573758,2.069,-28.41,3.46,1915.63,33539.73,13.88577,0.79309,0.34435,183.38,3686751079.35,2802235022.21,152377951.33,206319902.66
CJ CGV,2014,0.9354445797807551,2.069,-28.41,4.16,787.15,18048.27,68.60192,2.99198,1.0995,220.8,1254918922.89,1039295973.41,52082728.43,99131854.79
대웅제약,2014,0.14423688453062367,2.069,-28.41,6.82,2722.5,42117.32,24.6832,1.59554,1.05806,52.42,694263907.94,735889423.94,51944394.45,49117634.83
대한유화,2014,1.0378824140807703,2.069,-28.41,7.83,9864.25,129197.12,7.18757,0.54877,0.22443,71.05,1440420696.89,2053406683.33,69904495.26,98757892.81
SK네트웍스,2014,-0.20698254364089774,2.069,-28.41,1.24,129.15,10171.52,69.22184,0.87892,0.09906,237.72,8504709345.04,22408068203.62,201341561.88,154823893.15
롯데정밀화학,2014,-0.054903753364823005,2.069,-28.41,5.05,2371.12,46358.23,13.79095,0.70538,0.69695,54.37,1845960480.89,1210498128.56,-24355389.4,131464746.79
현대그린푸드,2014,0.21322499299523678,2.069,-28.41,6.99,999.12,14850.87,18.96669,1.27602,0.94183,36.28,1882969346.0,1965858753.0,78176665.0,111981778.0
현대홈쇼핑,2014,-0.19818611278707043,2.069,-28.41,12.22,12320.55,107224.4,11.2008,1.28702,1.90807,22.5,1550254232.41,867891756.26,145138433.69,155954006.77
영원무역,2014,0.15003782466167936,2.069,-28.41,14.97,2891.42,21939.57,18.33009,2.41573,1.88433,37.72,1394096456.15,1246335949.86,185501579.78,162441634.23
NHN엔터테인먼트,2014,-0.2188583028022576,2.069,-28.41,4.9,3348.83,69425.94,26.12853,1.26034,2.38289,22.05,1272857912.02,556862536.75,11863752.68,79047565.83
태광산업,2014,-0.08845764021400282,2.069,-28.41,4.42,66135.58,2472019.18,17.47924,0.46763,0.40702,35.98,3879647028.95,3162246019.61,149509549.58,257420855.26
락앤락,2014,-0.11229536746778124,2.069,-28.41,2.4,272.93,11879.5,41.76895,0.95964,1.48715,26.23,795747542.06,421611592.3,27318270.35,40602923.0
현대엘리베이,2014,0.6216554379210779,2.069,-28.41,18.96,2689.79,18877.94,21.6002,3.07767,0.83493,188.66,1072912063.3,1305580741.99,133762634.58,60314356.91
코리안리,2014,0.14087759815242484,2.069,-28.41,7.14,976.0,15571.07,11.06557,0.69359,0.16342,360.25,8463899743.38,5989503381.89,158373471.4,122284019.0
동양생명,2014,0.24076850984067488,2.069,-28.41,10.57,1528.62,17032.55,7.03249,0.63114,0.27212,1031.02,20425733216.29,3262490580.88,120625794.19,182641745.05
하나투어,2014,0.7936891806299304,2.069,-28.41,18.59,2878.53,18727.0,27.06242,4.15977,2.3476,132.66,437391986.8,385457929.51,40444439.95,40591835.4
SPC삼립,2014,1.7172142906612051,2.069,-28.41,15.9,3861.24,26089.26,38.84762,5.74949,1.16858,155.74,571738945.2,1107627826.81,46906399.62,61577392.18
종근당,2014,0.05181966475419064,2.069,-28.41,11.17,3736.16,35267.25,17.47784,1.85158,1.12916,73.11,573754109.08,544129759.25,53930223.88,55701723.95
풍산,2014,-0.0367104486422668,2.069,-28.41,7.23,2626.41,37344.38,9.53773,0.67078,0.23398,172.72,2859105520.75,3000256079.59,127592391.12,148183092.14
한진칼,2014,0.1070570330022429,2.069,-28.41,25.07,6740.65,26649.5,4.55446,1.15199,1.58478,48.26,2416821443.84,624969749.15,75525031.54,239488767.0
한세실업,2014,0.6519226653349504,2.069,-28.41,20.44,1543.86,8273.11,25.71477,4.79868,1.20928,136.71,783233695.28,1313177834.48,93144948.56,76942579.97
넥센타이어,2014,-0.04772853957636569,2.069,-28.41,15.01,1255.16,9045.68,10.15807,1.40951,0.74212,170.78,2527339854.15,1758781612.54,208554634.63,233250828.66
부광약품,2014,0.5389185257032008,2.069,-28.41,11.49,759.44,7698.66,23.43832,2.31209,3.90668,12.77,236817512.31,141687310.09,28358370.53,29292604.84
동원시스템즈,2014,3.6563685997736197,2.069,-28.41,0.17,91.12,7209.86,263.93766,3.33571,0.7759,356.99,1122424407.39,754599078.76,26669099.0,18459183.66
아이에스동서,2014,1.024342962468618,2.069,-28.41,11.43,1914.33,16720.85,26.09268,2.98729,1.59108,163.79,1228484606.39,801592097.91,80292594.36,109003125.0
동원산업,2014,-0.04203193772507363,2.069,-28.41,8.88,18034.49,205268.23,17.24473,1.51509,0.75578,112.46,1464884150.86,1383949310.03,81171410.66,121029179.47
세아베스틸,2014,0.12172761873241766,2.069,-28.41,8.45,3449.17,42212.32,8.0889,0.66094,0.45431,61.53,2429299409.36,2202367042.93,175255870.87,215588136.12
한일시멘트,2014,0.14241070008588053,2.069,-28.41,6.87,12124.33,188850.39,12.00066,0.77045,0.83087,47.35,2122357916.93,1321311271.73,127089335.8,139508057.82
금호타이어,2014,-0.32914488109293305,2.069,-28.41,10.68,820.13,7652.38,11.79081,1.26366,0.44432,262.34,4804662403.92,3437868862.19,358398953.61,315669575.48
대웅,2014,0.4651201721870142,2.069,-28.41,5.43,2047.67,41131.86,22.04945,1.09769,0.5873,42.61,1010731915.59,893952806.7,78669952.65,53954629.09
더존비즈온,2014,0.655948879196673,2.069,-28.41,10.5,363.23,3946.83,25.60361,2.35632,2.02342,78.95,210570941.88,136381212.45,20526465.06,25772805.46
롯데칠성,2014,0.24473543306810752,2.069,-28.41,0.87,13763.25,1675275.67,107.89603,0.88642,0.92278,76.98,4099992950.76,2184103587.97,92999447.42,141182683.22
삼양사,2014,0.6365979830352011,2.069,-28.41,6.06,5727.24,91552.52,10.77308,0.67393,0.24227,87.93,1081397671.14,1355143873.0,37238635.31,50122104.2
휴켐스,2014,-0.03970327910309368,2.069,-28.41,8.12,992.64,12260.6,25.28611,2.04721,1.43176,57.02,742872576.19,716638987.95,52770756.17,77181026.65
휠라코리아,2014,0.08710834376347587,2.069,-28.41,10.86,5417.51,54898.15,20.58141,2.03103,1.44202,83.57,1043405217.43,797475547.93,93548938.23,65425413.66
한화손해보험,2014,0.15442020665901257,2.069,-28.41,2.25,141.72,6557.73,32.42309,0.7007,0.07824,1636.29,10331616834.71,4279744728.24,27735868.45,38080980.23
대상,2014,-0.1620528699510121,2.069,-28.41,12.02,2696.03,21041.87,12.38859,1.58731,0.44397,131.34,1814827132.16,2588779872.06,140316106.11,155724807.35
JB금융지주,2014,-0.10168764302059496,2.069,-28.41,34.63,5176.46,14818.54,1.17648,0.41097,0.48656,1457.74,35507408000.0,1100735000.0,81581000.0,587681000.0
다우기술,2014,0.6703609635957823,2.069,-28.41,7.0,999.96,17145.0,11.95048,0.697,0.68476,327.05,5338504904.0,782978983.94,120242100.05,76567529.36
아시아나항공,2014,0.32587924374872945,2.069,-28.41,6.26,318.71,5155.62,22.37143,1.38296,0.23835,633.75,8211597772.82,5836234761.58,98086012.38,422507557.54
제주항공,2014,0.8153866930764382,2.069,-28.41,49.57,1454.42,3639.37,20.79867,8.31188,1.30368,229.23,263681131.16,510636286.68,29519225.86,40400627.58
삼양홀딩스,2014,0.8248981742024182,2.069,-28.41,1.27,296.01,149417.14,303.0303,0.60033,0.34471,69.0,2795940327.24,2213366509.26,63782114.05,56711838.25
코오롱,2014,1.5976168245075808,2.069,-28.41,2.35,774.88,48641.95,27.48813,0.43789,0.0773,288.63,3578435131.34,3619926999.9,95461799.68,40914277.95
동아에스티,2014,0.20134506248374073,2.069,-28.41,8.1,4857.53,63448.96,18.87791,1.44526,1.22056,121.54,1081858243.28,578640115.51,49369402.9,62330888.96
AK홀딩스,2014,0.37558577371458646,2.069,-28.41,12.9,5308.66,42984.13,15.10739,1.8658,0.34626,235.32,2773153875.67,2873874157.06,147517193.98,130438176.77
한솔케미칼,2014,1.2570033747255986,2.069,-28.41,10.41,1896.63,19032.54,20.53643,2.0465,1.30892,122.45,474362300.12,336115038.15,28191213.31,40825982.05
SK가스,2014,-0.1334854816878588,2.069,-28.41,7.85,11183.1,136493.92,8.65592,0.70919,0.14189,137.39,3337842683.1,5943465084.36,120314725.6,135804027.24
동원F&B,2014,0.6086137060204297,2.069,-28.41,13.07,15350.2,123963.53,18.98998,2.3515,0.62674,87.42,897092470.16,1794888216.06,82276291.86,94199810.46
지역난방공사,2014,-0.058811280342694006,2.069,-28.41,4.1,5726.17,141045.65,9.81459,0.39845,0.27467,190.34,4741581257.74,2369114794.07,85557958.66,271839203.46
LF,2014,0.07380735030598107,2.069,-28.41,8.54,2782.01,33598.85,10.74762,0.88991,0.59876,42.73,1402966835.24,1460156058.02,95685479.57,124006927.5
미래에셋생명,2014,-0.004830917874396157,2.069,-28.41,9.81,907.41,11232.35,9.45548,0.76387,0.29125,1547.51,24681134224.85,2502543503.65,151667293.03,135711607.13
한국토지신탁,2014,0.4128664495114007,2.069,-28.41,14.73,236.88,1742.72,15.72526,2.13746,6.56411,20.14,517490271.79,143282973.09,80794341.13,60491164.97
한미반도체,2014,-0.06855006231823846,2.069,-28.41,15.39,1176.49,8616.2,13.76977,1.88018,2.14244,21.13,248260074.76,192309639.23,49084660.54,35394294.41
LG하우시스,2014,-0.06344225005503223,2.069,-28.41,7.88,6448.4,82837.4,25.12251,1.95564,0.5802,147.82,2057065000.0,2792135000.0,148543000.0,162414000.0
동아쏘시오홀딩스,2014,0.23343594081663022,2.069,-28.41,1.24,375.38,104038.93,323.67201,1.16783,0.88075,102.27,1081069661.48,630625193.75,20826937.89,23275198.6
케이씨텍,2014,0.4906949694678686,2.069,-28.41,10.19,771.47,7485.69,10.4087,1.07271,0.75119,34.15,352438881.83,356966954.88,31214541.24,33982085.7
한섬,2014,0.24831865769950778,2.069,-28.41,4.49,1526.67,31990.09,21.32091,1.0175,1.57191,27.11,1048239684.3,510020573.56,51001887.08,57460429.19
대신증권,2014,0.18392370572207084,2.069,-28.41,2.67,503.43,20823.63,18.85068,0.45573,0.36945,1009.12,18221745400.0,410729640.0,47777378.0,69038808.0
영원무역홀딩스,2014,0.03399529184523442,2.069,-28.41,14.29,6303.49,50162.77,14.1033,1.77223,0.73721,32.41,1774790424.2,1644310599.77,234995745.6,129737905.41
한국콜마홀딩스,2014,1.2236775636862234,2.069,-28.41,12.85,1190.46,12172.68,36.28849,3.54893,3.18298,64.79,378190350.48,222474428.77,27714489.96,23598950.93
한라홀딩스,2014,-0.48006292259825134,2.069,-28.41,81.2,72059.0,85531.41,0.96449,0.81257,1.13257,77.68,1679435648.76,918655689.76,49713232.68,1226585748.81
한국단자,2014,0.7837189734960033,2.069,-28.41,12.28,5525.22,47909.04,12.21671,1.40892,1.16293,29.61,646696686.11,604518782.47,68365878.77,93081733.26
에스엘,2014,-0.08469223999585862,2.069,-28.41,13.41,2782.49,21825.23,6.25339,0.79724,0.43347,84.38,1379439277.44,1359380093.65,59710127.68,148270680.06
F&F,2014,0.8550110909457551,2.069,-28.41,7.62,907.86,12306.82,16.52237,1.21884,0.76639,70.25,322662217.7,301412850.39,12071667.16,20527282.35
한전기술,2014,-0.36293073033047163,2.069,-28.41,13.88,1432.73,10921.79,35.80577,4.69703,2.32883,91.0,777612449.89,841917292.83,66552125.9,65559164.49
대교,2014,0.1817919492136777,2.069,-28.41,5.94,388.23,6682.8,18.13358,1.05345,0.90441,31.42,842177324.64,810557123.56,30685186.91,84545843.51
S&T모티브,2014,0.8841746953165366,2.069,-28.41,9.62,4197.58,39841.4,10.00577,1.05418,0.5587,68.9,1115027090.4,1099294315.55,69008649.8,84559769.59
롯데푸드,2014,0.14365687067858945,2.069,-28.41,7.46,43720.96,607536.13,13.26595,0.95468,0.48638,43.41,1193150796.58,1633022308.99,65944684.45,105674574.58
신도리코,2014,-0.06215692366875292,2.069,-28.41,2.08,1697.95,82429.53,39.9305,0.82252,1.42369,11.67,915624764.55,480039122.27,4621049.3,34986875.35
세아홀딩스,2014,0.24721040493890833,2.069,-28.41,7.31,24344.97,371647.27,6.65435,0.4359,0.16632,78.75,4141073291.03,3896057292.56,255646237.55,237275809.19
경동나비엔,2014,0.2510027956727847,2.069,-28.41,4.97,720.84,14803.89,40.23084,1.95894,0.86121,111.38,401658956.83,428985364.62,13464776.3,21338107.56
고려제강,2014,0.1472730215245186,2.069,-28.41,21.63,19903.51,92278.72,2.12274,0.45785,0.47251,69.6,2524438036.05,1341239002.73,49211204.87,392629655.45
빙그레,2014,-0.12732520846696604,2.069,-28.41,7.9,3843.39,51414.26,19.6181,1.46652,0.90581,19.59,578852361.83,820021629.22,41699604.81,62313168.08
스카이라이프,2014,-0.20074301819113505,2.069,-28.41,13.05,1151.07,9207.06,15.94169,1.99304,1.34429,56.41,683008719.88,652787111.74,79176859.88,140435196.67
롯데관광개발,2014,0.14165083386109356,2.069,-28.41,0.73,31.5,4609.79,442.85714,3.02617,8.11348,26.24,145286658.33,42319675.92,-521740.0,1636680.81
오리온홀딩스,2014,0.2364885346558574,2.069,-28.41,13.05,27363.25,214175.32,37.09355,4.73911,2.75649,109.09,2932519219.27,2199788176.05,248871912.18,309923045.69
대한해운,2014,-0.13109998410427592,2.069,-28.41,15.92,2958.16,20210.44,7.91032,1.15782,0.97768,160.72,1300693720.61,580301616.35,98283000.96,157637189.68
NICE,2014,0.5032950084127874,2.069,-28.41,8.68,810.71,12659.72,18.81067,1.20461,0.62222,78.54,1191004550.79,928452231.39,70977059.55,91639693.85
동아타이어,2014,0.14155525511992395,2.069,-28.41,7.18,1915.33,27427.33,9.99828,0.69821,0.62934,49.41,971558344.57,721986989.72,45278985.94,71939023.32
