company,year,PROFIT,INTEREST,GAS,ROE,EPS,BPS,PER,PBR,PSR,DR,ASSET,SALES,OPERATION_PROFIT,CASH_FLOW
한세엠케이,2012,-0.07662351331438799,2.78,19.79,7.04,1174.33,17125.5,7.17856,0.49225,0.25998,26.37,173129320.81,259402308.63,11823567.75,10664060.27
지엠비코리아,2012,0.20785388127853888,2.78,19.79,8.7,822.84,8884.8,6.35604,0.58865,0.20281,105.13,354106750.62,436611663.62,22666942.38,28029601.1
우신시스템,2012,0.08373205741626788,2.78,19.79,7.6,407.12,5439.72,5.77225,0.43201,0.24733,103.17,154719926.62,133022294.8,9369910.05,8630997.28
SH에너지화학,2012,0.22345679012345676,2.78,19.79,0.32,3.48,575.18,284.77011,1.72294,0.56832,59.82,103690069.79,193950102.17,2183183.79,2654067.13
동일산업,2012,0.0032448321276554726,2.78,19.79,9.71,11914.32,129579.78,4.07073,0.37429,0.26815,17.14,361877520.15,438641276.25,27490126.22,38944223.5
퍼스텍,2012,-0.015952143569292088,2.78,19.79,3.77,55.37,1470.8,33.6825,1.26802,0.95336,92.49,132133694.33,91483075.67,1979096.35,5125938.83
대한화섬,2012,-0.06280178473198461,2.78,19.79,1.28,3423.65,281045.04,18.37221,0.22381,0.2422,31.79,477260397.08,344891577.83,-7824643.0,18643404.85
제주은행,2012,0.07544783983140158,2.78,19.79,8.77,1041.27,12558.04,4.25442,0.35276,0.50607,1032.33,3146674000.0,169312000.0,30807000.0,25924000.0
태경산업,2012,0.34773284313725483,2.78,19.79,9.17,605.85,6992.96,5.51292,0.47762,0.23997,55.34,428780316.65,406825725.06,22932582.41,36242278.82
상신브레이크,2012,0.19169811320754726,2.78,19.79,12.74,437.12,4237.03,8.41874,0.86853,0.27602,177.43,233901216.07,286267861.64,18809103.01,22481640.93
계룡건설,2012,-0.21345791034049055,2.78,19.79,0.86,273.65,51574.58,29.56331,0.15686,0.04671,213.79,1619835866.62,1546718278.74,44130533.16,10510011.72
깨끗한나라,2012,0.2613582018173124,2.78,19.79,12.98,583.16,4740.01,7.95665,0.9789,0.18055,263.03,423872332.74,633378794.22,16923308.14,36133541.3
DRB동일,2012,-0.04196797520661155,2.78,19.79,15.93,1464.38,12232.39,4.60946,0.55181,0.41022,149.14,368994997.79,336113707.11,27917620.25,40432147.12
비상교육,2012,0.36217671377752136,2.78,19.79,12.84,1309.04,11458.86,10.69486,1.22176,1.25606,53.54,212784850.54,144564444.25,21438148.67,24826038.16
동아지질,2012,-0.008180367118914567,2.78,19.79,6.06,684.97,11885.08,16.20509,0.93394,0.4505,69.31,226247529.8,283352819.58,9589335.48,24546959.04
미창석유,2012,0.4995263529174645,2.78,19.79,15.6,14182.76,96665.19,3.83564,0.56277,0.23048,20.93,203119301.33,410608525.99,31404050.67,25655469.05
계양전기,2012,0.009495982468955333,2.78,19.79,3.53,147.07,4245.16,16.48875,0.57124,0.33324,20.94,174553310.13,247421109.53,2720967.2,10398655.03
기신정기,2012,0.34611069558713536,2.78,19.79,8.18,632.81,6639.14,9.95559,0.94892,1.61677,9.39,220712406.82,113782280.47,19200450.06,25405816.7
디씨엠,2012,0.09532062391681118,2.78,19.79,8.01,1004.73,12168.66,10.4008,0.85876,0.77277,36.99,195844414.33,158216324.78,10627195.32,13756711.7
성신양회,2012,0.5607853684776762,2.78,19.79,0.94,167.88,16160.64,27.99619,0.29083,0.17534,241.43,1122491013.44,546544826.03,16001472.86,56730042.84
금강공업,2012,0.34592669793295117,2.78,19.79,6.97,2188.05,41247.69,6.80972,0.36123,0.10761,171.28,656552491.49,688711908.85,31333780.68,44705516.45
새론오토모티브,2012,0.5414900060569352,2.78,19.79,8.41,585.85,7184.43,9.66118,0.78781,0.61643,32.59,180692122.99,176292448.77,18761572.6,20471938.85
사조오양,2012,-0.27559667262691445,2.78,19.79,0.82,132.04,16513.99,86.71615,0.69335,0.39251,141.95,174208895.05,127186238.4,11546860.17,3371948.67
대성홀딩스,2012,0.2311306901615271,2.78,19.79,7.13,1645.48,21016.3,4.9165,0.38494,0.10992,122.71,1057796637.02,1184174354.95,20122167.89,51161626.08
신영와코루,2012,0.047140045609321835,2.78,19.79,4.31,12679.13,298261.69,7.67403,0.32622,0.44076,13.01,303347615.19,198678392.01,9774936.13,14173136.17
효성ITX,2012,0.22000498877525576,2.78,19.79,17.93,356.53,2241.82,11.09304,1.76419,0.23041,157.31,71688635.22,213327456.77,5688914.78,9194145.12
한전산업,2012,-0.24268761490890856,2.78,19.79,8.22,214.56,1818.09,24.18904,2.85464,0.66514,148.81,166218532.96,254371649.56,16281541.64,8793208.33
천일고속,2012,0.21328938237335193,2.78,19.79,4.43,1274.82,28861.82,21.21868,0.93722,0.69932,38.98,57227639.45,55283118.48,-507487.72,4338546.17
신세계 I&C,2012,0.3374619442921165,2.78,19.79,11.11,8725.79,82456.53,5.90204,0.62457,0.29814,34.04,190095816.67,297112699.98,18838154.47,20021512.71
삼원강재,2012,-0.14730639730639727,2.78,19.79,13.03,465.57,3753.01,9.95554,1.23501,0.53055,37.1,205818260.38,349449644.48,24589931.15,22813890.45
DB,2012,-0.33841642228739,2.78,19.79,1.07,202.35,17817.76,30.6894,0.34853,0.16639,134.28,693327543.05,544542767.63,21835952.55,7617848.86
동성제약,2012,0.33413102004187856,2.78,19.79,5.19,151.08,3170.31,25.35081,1.20808,0.95673,112.51,133633670.08,84581021.13,4085864.86,4781596.05
미원화학,2012,0.2721573342493988,2.78,19.79,15.9,3364.13,22239.22,7.37189,1.11515,0.47111,43.35,73859719.43,121285087.03,8864943.83,11261193.78
인천도시가스,2012,0.2179762683359805,2.78,19.79,7.35,2395.18,34555.55,9.18511,0.63666,0.12183,177.32,367353268.64,722342384.73,10028538.4,17655242.5
백광산업,2012,-0.7555337791099839,2.78,19.79,0.57,39.01,6841.53,109.45911,0.62413,0.31467,139.4,485691345.32,403984893.22,12964398.54,26042226.97
대구백화점,2012,0.09538152610441775,2.78,19.79,1.57,721.38,38217.53,21.20935,0.40034,0.95758,64.68,668725167.13,172974227.17,4525097.4,19509049.17
경농,2012,0.12726118692478572,2.78,19.79,7.0,503.9,7096.64,6.34054,0.45021,0.50599,77.55,269412831.84,136970448.88,12731056.22,15192964.94
조광페인트,2012,-0.2976040353089533,2.78,19.79,10.49,996.27,10588.82,4.15048,0.39051,0.30601,71.18,217570679.67,172960466.01,7084125.75,14568291.39
화천기공,2012,0.0585798559902837,2.78,19.79,7.11,6977.56,101117.36,6.15545,0.42475,0.39304,37.95,306873292.21,240406158.25,10666515.12,18829130.89
한신기계,2012,0.044988161010260486,2.78,19.79,9.94,154.64,1648.11,8.69762,0.81609,0.64019,43.0,74166751.6,68167788.09,5248885.3,5274365.25
현대약품,2012,0.1660130718954249,2.78,19.79,1.45,50.53,4079.91,31.86226,0.39462,0.41688,41.69,143402728.32,108135474.31,2187113.81,3525598.23
삼양통상,2012,0.08944300801963267,2.78,19.79,2.85,1997.77,70978.85,10.71194,0.3015,0.39519,21.43,258563879.83,162453426.51,5356237.76,8652138.94
성보화학,2012,0.1374788834365699,2.78,19.79,3.43,1485.4,43725.08,17.16709,0.58319,1.12645,16.06,101598443.6,45320183.58,2784530.71,4228398.32
황금에스티,2012,-0.03513051963893632,2.78,19.79,3.77,397.56,11143.99,9.53315,0.34009,0.29745,47.51,244484776.91,178382585.22,5165305.55,9332845.8
대현,2012,0.575113808801214,2.78,19.79,6.98,150.71,2230.88,7.46467,0.50429,0.23488,98.99,198840460.05,216891531.84,9111323.64,12116627.54
한국제지,2012,0.24185469873543264,2.78,19.79,2.4,2235.73,95030.77,9.25872,0.21782,0.15059,31.27,652599580.26,687978369.16,7196478.75,27898408.24
흥아해운,2012,0.7887005649717513,2.78,19.79,13.74,231.22,1800.76,4.07404,0.52311,0.09169,328.0,533571352.79,726499926.25,34161872.89,30191741.79
SIMPAC,2012,0.13037495700034407,2.78,19.79,10.81,663.09,6526.48,11.49165,1.16755,0.98347,69.63,318665505.07,225353320.91,25191277.43,22457876.91
동원금속,2012,-0.07906458797327398,2.78,19.79,9.3,169.94,1800.77,9.97411,0.94126,0.10781,631.96,353209489.86,421366034.79,17835048.29,30970087.47
신대양제지,2012,0.20508633912226015,2.78,19.79,12.12,7458.44,64597.83,2.96979,0.34289,0.2202,57.38,403588348.77,361199678.43,42887435.03,41400700.14
종근당바이오,2012,0.2246940125702943,2.78,19.79,5.84,1357.93,24053.55,9.09473,0.51344,0.56773,49.36,185424862.99,113759577.68,8799248.66,18649376.08
텔코웨어,2012,0.26438803719527515,2.78,19.79,7.74,698.09,12520.2,16.25865,0.90654,1.76858,28.73,110408601.38,62267722.25,7173822.83,9395931.59
KC그린홀딩스,2012,2.112618166872174,2.78,19.79,21.4,1056.67,6045.74,2.7634,0.48298,0.13033,152.47,485305388.69,502629849.0,46491395.0,42710913.34
한솔홈데코,2012,0.15535568274734257,2.78,19.79,1.54,29.27,1726.56,39.28937,0.66606,0.33961,139.22,266804784.08,189199920.55,4606073.91,8857878.46
대창단조,2012,0.15409459029629802,2.78,19.79,24.86,11699.91,49572.55,3.48293,0.82203,0.26099,38.32,143955196.79,312275610.44,30571367.33,26322164.07
삼호개발,2012,0.12996727442730238,2.78,19.79,7.27,343.01,4862.59,5.83073,0.4113,0.23466,73.48,207299680.39,213076746.68,10426561.21,11283917.73
사조씨푸드,2012,-0.3019457122267596,2.78,19.79,8.73,736.98,8923.69,8.31773,0.68694,0.32996,88.34,289383561.91,281985807.23,20826206.28,15616997.48
삼화왕관,2012,0.22976125477738618,2.78,19.79,7.6,3529.66,50502.2,5.94958,0.41582,0.48572,23.33,126023933.12,93144703.4,9594169.13,10719012.15
극동유화,2012,0.23398763108362464,2.78,19.79,12.17,3418.72,29628.55,5.9964,0.6919,0.21454,91.55,197891857.92,333186945.31,17716642.12,12821108.6
영흥철강,2012,0.03422982885085579,2.78,19.79,3.76,74.31,1452.49,23.28085,1.19106,0.37027,77.73,294202969.52,262660088.79,8074904.13,8365028.24
유니온머티리얼,2012,-0.10153846153846158,2.78,19.79,4.84,98.89,2072.48,20.62898,0.98433,0.87012,63.68,143208298.94,98469090.42,7006992.37,9337070.84
휴스틸,2012,-0.08115426585296848,2.78,19.79,6.71,3740.95,56206.15,6.62933,0.44123,0.29136,42.98,556020140.32,588890255.47,41356405.99,35531631.12
미원홀딩스,2012,0.900063936040919,2.78,19.79,26.71,39282.34,166110.07,6.89877,1.63145,0.8066,24.29,147898036.21,238777117.92,35451447.6,33062283.47
동아에스텍,2012,0.23353057199211036,2.78,19.79,11.62,579.45,5256.18,4.90983,0.54127,0.34235,41.12,89424961.98,101800632.12,8281761.98,8649098.3
삼정펄프,2012,0.31545114237769467,2.78,19.79,12.56,8431.93,71019.05,5.07001,0.60195,0.53027,18.05,167662403.66,161238070.1,17070818.18,22175427.63
경동인베스트,2012,0.3205226990392025,2.78,19.79,10.04,12296.99,127145.43,6.15598,0.59538,0.10541,170.97,1209924561.44,2502642394.37,49896944.69,60639694.42
케이티스,2012,0.6211111111111112,2.78,19.79,14.87,524.75,3912.02,6.00286,0.80521,0.2821,42.75,177525579.18,388613329.81,20463320.41,22068266.74
광명전기,2012,-0.1459754433833561,2.78,19.79,0.65,15.99,1314.35,155.40963,1.89067,0.91876,108.06,131064345.13,117216513.9,4187750.49,2630603.47
CJ씨푸드,2012,-0.00586080586080584,2.78,19.79,15.72,157.64,1079.96,19.12586,2.79177,0.65292,115.33,84020227.53,166841030.8,6405562.08,8481730.51
성지건설,2012,-0.4719545519919459,2.78,19.79,17.43,1001.14,6283.7,4.92439,0.78457,0.59805,97.71,121019746.47,79770059.45,1564270.81,10192292.23
신세계건설,2012,-0.21358348968105068,2.78,19.79,0.81,326.63,40034.68,34.44264,0.28101,0.07502,262.91,581158876.63,599827320.21,7828213.9,4750771.63
인지컨트롤스,2012,-0.15359765051395002,2.78,19.79,13.16,981.26,12301.19,7.39865,0.59019,0.19648,99.21,384522741.09,560167604.92,19068976.6,45942397.16
신흥,2012,-0.14618102083079543,2.78,19.79,1.33,104.22,8070.92,68.12512,0.8797,0.44546,82.47,141018610.08,153009370.58,1359849.95,4971358.24
한미글로벌,2012,-0.07682992465016147,2.78,19.79,8.48,604.49,8107.3,11.16644,0.83258,0.23125,186.8,140808580.9,207246374.23,4966630.04,5418312.01
S&TC,2012,-0.04538893344025663,2.78,19.79,5.29,1282.74,25873.87,12.78513,0.63384,0.50361,59.73,292802033.16,230707563.86,15132783.41,11368365.67
대유에이텍,2012,-0.3924783027965284,2.78,19.79,4.67,48.14,1061.56,31.7823,1.44128,0.23049,292.27,385720681.65,505514624.39,17702062.49,10653656.66
영보화학,2012,-0.08548431862336936,2.78,19.79,5.69,251.09,4447.71,11.90808,0.67226,0.43389,67.94,150657194.5,137821634.87,8416712.95,9801944.61
한양증권,2012,-0.034306349684020465,2.78,19.79,1.88,376.53,19880.64,17.42225,0.32997,0.51077,117.1,570906207.72,49955395.77,6667990.94,5818328.91
서울식품,2012,0.20334261838440115,2.78,19.79,3.43,73.29,1791.84,29.33552,1.19988,0.72545,108.43,50335003.63,39432971.14,1667350.15,2486666.74
금양,2012,0.02019230769230762,2.78,19.79,8.2,94.14,1228.8,11.25983,0.86263,0.3394,180.08,127557393.13,122905331.24,6614053.67,5247256.84
KTcs,2012,0.3246390312063345,2.78,19.79,14.84,385.59,2983.28,5.93895,0.76761,0.27327,47.68,181146568.61,384172317.0,20701069.0,18998531.1
동양철관,2012,-0.17448042532624453,2.78,19.79,2.42,31.77,1327.82,56.65722,1.35561,0.5716,96.22,212256261.67,256422623.9,3512924.7,9453467.46
삼성출판사,2012,-0.0239520958083832,2.78,19.79,6.93,369.79,7162.16,10.35723,0.53475,0.2878,40.87,123614818.79,133076821.2,6730064.56,8716941.59
우성사료,2012,-0.23555452003727861,2.78,19.79,4.16,230.27,5670.09,12.83276,0.52116,0.23298,73.04,293785485.42,391927516.05,4014316.94,11299452.21
우진,2012,-0.31873111782477337,2.78,19.79,7.77,389.74,5714.44,16.03633,1.09372,1.31025,23.5,133952023.0,82808457.0,5448089.0,7879932.54
일신석재,2012,0.03383084577114426,2.78,19.79,1.47,10.54,724.15,75.33207,1.09646,1.5547,37.23,76481975.92,39557865.48,1074386.03,1431642.57
동양고속,2012,0.2050940398708554,2.78,19.79,5.6,2591.27,42021.04,8.04625,0.49618,0.47894,86.95,209135729.84,115450487.44,13003111.51,12215405.8
동방아그로,2012,-0.006216972334473159,2.78,19.79,4.65,385.5,8751.93,16.21271,0.71413,0.80719,33.67,152438378.11,105441228.65,6636682.72,7452725.98
대창,2012,-0.09885931558935357,2.78,19.79,4.76,95.21,2112.42,13.60151,0.61304,0.15108,152.01,477036779.08,781254332.67,7929707.16,16910166.3
유성기업,2012,0.5245269796776455,2.78,19.79,12.79,831.88,7838.96,3.87075,0.41077,0.27971,49.95,328962825.37,298708960.9,21118523.58,36825273.29
가온전선,2012,0.029210629152012446,2.78,19.79,1.61,1094.82,64061.44,20.18597,0.34498,0.0914,95.38,517141282.32,1005948717.38,14961707.5,10900975.78
조선선재,2012,-0.02499325963871668,2.78,19.79,20.55,5948.22,31888.44,5.80846,1.08346,0.59187,25.05,50151407.07,73414643.43,10227551.24,7979133.18
신일산업,2012,0.06818181818181812,2.78,19.79,4.83,23.83,528.41,28.66135,1.29256,0.36657,116.12,58652639.73,90868658.65,2775023.67,2381934.66
CS홀딩스,2012,0.018180241632464345,2.78,19.79,6.03,5672.15,147157.47,5.93249,0.22867,0.26413,13.95,218181889.33,147082090.02,14621992.58,9069366.51
삼성공조,2012,-0.014436710492394922,2.78,19.79,2.02,483.16,20195.48,14.92259,0.35701,0.45674,50.52,249081129.84,128279895.71,5447555.13,9592171.44
KPX그린케미칼,2012,0.30266075388026614,2.78,19.79,12.39,585.02,4927.97,8.05955,0.95678,0.43425,60.99,158667056.91,217154053.08,14066601.92,20470172.31
NI스틸,2012,0.0213133640552996,2.78,19.79,11.72,248.34,2212.89,6.88572,0.77275,0.46149,126.12,142242310.84,105331692.22,11527828.48,13936689.81
샘표,2012,0.16055563072204926,2.78,19.79,5.61,1899.85,38357.1,15.26436,0.75605,0.53839,70.79,234104260.42,239374422.35,11321353.61,16403945.89
대영포장,2012,0.25906040268456376,2.78,19.79,11.67,129.93,1178.51,6.49581,0.71616,0.34229,76.96,198105801.29,234219301.05,16386835.13,18983962.83
삼화전기,2012,0.49627791563275436,2.78,19.79,5.03,233.18,4044.39,12.88704,0.743,0.10949,255.82,137907935.63,181523688.59,2081386.92,8423393.68
필룩스,2012,0.1574344023323615,2.78,19.79,6.21,138.58,2241.44,10.31895,0.63798,0.382,56.27,88648355.1,94743749.19,5327582.79,5737586.22
동남합성,2012,-0.25528644426903746,2.78,19.79,8.28,2980.26,39743.61,12.16337,0.9121,0.74784,14.38,54686375.69,61964194.2,758417.21,4899850.06
우진플라임,2012,0.0630959626699128,2.78,19.79,9.6,690.67,7609.08,6.8267,0.61965,0.29984,137.21,180500796.73,157251946.73,9495468.71,10883466.26
동성화학,2012,0.6233735227408379,2.78,19.79,7.68,1142.94,15641.5,20.38602,1.48963,0.70088,85.92,110211414.64,125861817.4,6592918.39,6476638.31
조일알미늄,2012,-0.7477115427550793,2.78,19.79,5.28,128.44,2462.3,7.94145,0.41425,0.19774,46.1,250378245.35,359008368.91,6063216.49,16471456.9
방림,2012,-0.0017845003399048487,2.78,19.79,0.86,347.4,41093.45,33.53483,0.2835,0.25437,63.93,280836278.58,193795095.25,3557701.01,4016635.94
갤럭시아에스엠,2012,-0.17912488605287147,2.78,19.79,1.52,18.64,1246.57,85.83691,1.28352,0.57032,69.76,43979071.89,55049731.71,2074371.04,11881387.7
이건산업,2012,0.8881783615623919,2.78,19.79,3.68,563.19,15667.68,13.79641,0.49593,0.23554,184.24,352102941.29,246356081.26,21938940.53,11329701.26
페이퍼코리아,2012,0.19703103913630238,2.78,19.79,2.66,30.51,1186.7,23.46772,0.60335,0.28613,253.6,434804633.78,255472971.5,19203337.56,8859261.36
형지엘리트,2012,-0.034407823252444736,2.78,19.79,6.39,299.66,4867.08,7.59194,0.46743,0.23631,54.32,76232516.81,99253024.98,5786112.8,3748045.55
백광소재,2012,0.08504098360655732,2.78,19.79,8.66,3157.42,37457.22,6.08091,0.51258,0.41953,64.33,169785217.67,126234141.56,5908514.04,15729385.57
사조해표,2012,-0.09882612621651454,2.78,19.79,2.44,384.36,16806.31,31.61099,0.72294,0.14548,169.75,324519018.34,597969314.49,1841111.52,6313995.28
SJM,2012,0.4427309687368568,2.78,19.79,14.68,1061.95,7500.7,7.3544,1.04124,0.65066,28.74,158572694.43,187307251.38,21311188.25,20451024.59
수산중공업,2012,-0.1667593107281823,2.78,19.79,15.52,235.97,1550.92,7.18312,1.0929,0.61904,63.4,131388960.5,138142660.43,15784532.83,14268669.36
대원전선,2012,0.08051948051948044,2.78,19.79,4.42,44.95,1003.22,16.92992,0.75856,0.11989,201.38,215527769.18,448936351.11,8711369.27,5293365.09
유유제약,2012,0.2643478260869565,2.78,19.79,4.37,417.83,10888.81,17.37549,0.66674,0.83499,27.59,88679929.0,61984734.47,3719292.52,4527694.62
보락,2012,0.006000000000000005,2.78,19.79,5.1,160.37,3215.47,20.26564,1.01074,1.23983,28.3,49422088.39,31403500.82,2035233.65,3396066.24
만호제강,2012,-0.042501903070286784,2.78,19.79,2.49,1258.9,54919.0,11.87545,0.27222,0.25271,26.79,269442679.35,245513050.77,3526259.6,12808568.51
금비,2012,-0.16974957313602734,2.78,19.79,1.49,399.37,81197.4,67.98207,0.33437,0.15509,64.02,209837389.33,175061513.25,6079122.57,11670194.18
암니스,2012,-0.07728337236533955,2.78,19.79,2.46,19.93,843.42,29.25238,0.69123,0.31988,179.72,69285499.52,53706287.5,2415963.69,2749638.82
SJM홀딩스,2012,0.44365597502128873,2.78,19.79,9.9,509.7,8185.53,7.32784,0.45629,0.29357,18.85,225994323.39,189997621.29,21359502.88,11675828.62
한국내화,2012,0.007512279687951429,2.78,19.79,13.04,548.37,4329.75,5.68047,0.71944,0.24386,99.44,185082476.59,252277491.09,14618868.45,15919742.25
DSR제강,2012,-0.07728474875110192,2.78,19.79,1.23,85.86,6963.93,34.35826,0.42361,0.25127,99.72,200277495.98,169058804.64,-1422752.31,10989626.5
고려산업,2012,-0.3291081937528293,2.78,19.79,13.15,1556.19,12547.19,3.52785,0.43755,0.14328,138.9,148319703.12,191116449.31,6674191.26,8707117.47
한농화성,2012,0.39824161510908507,2.78,19.79,12.35,558.34,4773.74,5.93724,0.69442,0.24544,74.22,128886580.16,211200074.05,9786685.41,14057794.44
영화금속,2012,-0.20545868081880214,2.78,19.79,13.04,122.44,943.97,8.33061,1.08054,0.25528,137.07,105616696.96,172058734.45,10365120.58,10036369.28
동국실업,2012,0.24469316866074875,2.78,19.79,8.05,467.59,5953.09,6.5335,0.51318,0.20449,100.15,314467559.2,393422496.84,20398976.54,22936497.16
한국종합기술,2012,-0.06357085668534823,2.78,19.79,1.12,120.53,10880.76,40.48785,0.4485,0.29561,55.78,185606144.97,180763713.87,5013052.69,2077738.41
WISCOM,2012,0.16152019002375306,2.78,19.79,6.33,488.57,7773.65,8.79096,0.55251,0.39054,14.57,133825895.35,165251052.08,7640412.15,9931201.97
한국석유,2012,0.2971119244609848,2.78,19.79,3.69,5829.55,158371.4,5.43781,0.20016,0.05625,107.88,215853208.91,369268389.88,7663116.66,5702187.6
영풍제지,2012,0.3500293102325278,2.78,19.79,8.42,3702.88,47413.94,4.51,0.35222,0.32686,19.27,121187861.75,113423992.72,16504265.72,11352475.96
수출포장,2012,0.6370246085011186,2.78,19.79,13.03,6492.32,52819.5,2.65699,0.32658,0.2651,27.48,269327436.24,260281725.0,37298962.0,34935321.0
덕성,2012,0.5732846122614697,2.78,19.79,3.43,126.23,3709.31,25.35055,0.86269,0.54819,70.6,99879067.56,91531134.74,3434743.4,3745210.11
유니온,2012,-0.18060628195763329,2.78,19.79,2.57,347.69,12702.36,12.53991,0.34324,0.54254,35.53,262364852.14,125460028.02,4620425.0,10084521.53
문배철강,2012,-0.02298850574712641,2.78,19.79,3.14,124.77,4020.23,13.74529,0.42659,0.22332,54.43,125759332.27,157456390.02,1434519.5,2940898.65
한국프랜지,2012,0.011099976875048156,2.78,19.79,5.09,1546.62,33619.24,7.9205,0.36437,0.07818,140.17,614503505.18,954220342.26,20335414.27,30413428.96
한창제지,2012,0.109854604200323,2.78,19.79,1.34,10.71,816.56,50.51354,0.66254,0.19079,213.89,152931231.95,163264436.72,3031870.47,6256694.28
태양금속,2012,0.14164731594044522,2.78,19.79,1.79,388.26,22676.03,16.87014,0.28885,0.06046,345.8,404649951.59,433348534.92,14675321.45,11631177.42
부국철강,2012,0.030363364858138286,2.78,19.79,5.96,305.31,5227.08,6.51797,0.38071,0.13325,34.03,140117868.45,298697101.33,6081105.83,6655527.92
한익스프레스,2012,0.053550757461372056,2.78,19.79,27.07,4391.31,18270.76,4.73663,1.13843,0.09474,255.7,77986092.84,263452873.6,7703034.57,7370840.02
한창,2012,0.05816135084427776,2.78,19.79,5.07,30.78,727.36,16.43925,0.69567,1.0385,62.88,34879178.59,16789739.52,1154790.82,1176569.81
KC코트렐,2012,-0.21264059989287631,2.78,19.79,24.61,1638.36,7313.4,5.6581,1.26754,0.27912,221.97,235466546.41,332119561.24,14674070.68,18061858.53
제일연마,2012,0.2018083878414776,2.78,19.79,9.94,724.73,7572.46,7.38206,0.70651,0.62139,29.11,97864795.01,86097283.92,6714736.54,10852965.25
에이엔피,2012,-0.15663580246913578,2.78,19.79,3.58,52.44,1524.78,16.18993,0.5568,0.06711,270.29,272978096.5,450493369.2,17517505.43,12342783.94
태경화학,2012,0.21900121802679662,2.78,19.79,9.69,620.6,6666.15,6.94489,0.64655,0.89535,16.62,90176360.55,55839713.77,6895763.17,9375695.02
덕양산업,2012,0.07861837865704335,2.78,19.79,6.66,1256.9,16948.65,12.13303,0.89978,0.05479,324.38,232283632.01,906316945.89,-1613771.21,9233105.13
서원,2012,-0.2925469483568075,2.78,19.79,6.21,343.5,4285.36,9.56332,0.76656,0.11645,212.31,456603538.86,789166907.43,7411600.06,15333451.9
선도전기,2012,-0.07772380291464265,2.78,19.79,1.7,68.49,4126.7,37.45072,0.62156,0.80695,33.98,98958167.04,57215358.91,1027153.55,2291048.97
원림,2012,0.014141124111693326,2.78,19.79,6.14,2017.31,31061.04,6.41944,0.41692,0.34844,55.79,128664066.86,81765593.88,2304172.35,5607353.18
미래아이앤지,2012,1.5712198685171659,2.78,19.79,1.7,16.77,1243.33,258.79547,3.49063,2.86172,48.41,37376215.89,35018014.67,1369453.83,675232.3
대경기계,2012,-0.1580601706331387,2.78,19.79,10.4,124.5,1276.81,15.42169,1.50375,0.37145,274.84,262270166.44,282943903.69,20085128.65,11877484.79
콤텍시스템,2012,0.053866203301476956,2.78,19.79,12.68,211.46,1702.79,4.72903,0.58727,0.19855,117.19,119691214.74,160422328.82,781384.93,7440262.93
인팩,2012,0.39393118396098625,2.78,19.79,14.93,902.8,6403.84,3.9156,0.55201,0.17073,126.56,146336318.28,207057642.98,10723262.68,15650397.11
화천기계,2012,0.046411737874410885,2.78,19.79,11.04,5520.43,53161.89,4.33843,0.45051,0.2033,52.2,175333825.17,259167401.39,12833937.19,14568634.99
이화산업,2012,0.01664984863773955,2.78,19.79,-3.72,374.9,38013.05,17.63137,0.17389,0.25921,50.87,277575752.06,71401323.24,1145805.89,1689278.73
TCC동양,2012,-0.17824900272937227,2.78,19.79,0.06,9.46,13543.31,487.84355,0.34076,0.15649,142.04,547013976.33,501337474.5,5933943.95,9350233.52
하이스틸,2012,-0.299404567941464,2.78,19.79,1.62,1360.14,67766.87,17.09383,0.34309,0.13608,85.54,251434733.27,261359567.89,5752626.55,6254426.67
대동전자,2012,0.29402261712439426,2.78,19.79,11.76,1111.32,10610.78,2.6815,0.28085,0.66351,23.88,144289132.88,47115108.32,-999091.95,17679258.93
국동,2012,0.17844311377245514,2.78,19.79,67.43,1282.58,2385.49,1.08375,0.58269,0.04033,598.4,65808287.07,138172746.36,6792925.51,6526755.06
MH에탄올,2012,0.004202942059441606,2.78,19.79,0.7,58.74,5589.42,47.07184,0.49468,0.32383,238.69,134385813.34,59768174.51,5451733.28,3940601.34
삼영화학,2012,-0.3273564332444875,2.78,19.79,3.68,179.56,3700.75,19.1301,0.92819,0.54151,52.41,207864169.13,215675811.27,6853017.3,11300554.12
팀스,2012,0.1552059395439278,2.78,19.79,12.7,1772.41,13048.95,8.51947,1.15718,0.36871,40.73,35171797.92,81906819.01,3355765.1,3892488.49
진양산업,2012,0.0012886597938144284,2.78,19.79,11.97,297.25,2529.59,7.56939,0.88947,0.61889,25.73,31803399.6,36355443.33,3634781.83,3407392.79
한국특수형강,2012,-0.15802497687326544,2.78,19.79,2.92,3465.13,120087.9,11.58687,0.33434,0.062,361.18,553819260.02,647612376.45,8512708.16,22929184.12
한성기업,2012,-0.21836411609498685,2.78,19.79,6.17,710.24,12108.42,11.95371,0.70116,0.17033,171.87,179025738.06,273041271.22,6415161.05,8311854.36
동원수산,2012,-0.17960704607046074,2.78,19.79,3.61,660.18,13750.13,20.67618,0.99272,0.35414,140.62,108844408.65,118079110.81,1859110.36,4711998.52
삼아알미늄,2012,-0.015625,2.78,19.79,2.54,251.15,9953.16,11.8256,0.2984,0.21767,58.43,173452507.0,150091124.13,5032569.37,8420626.27
성안,2012,-0.2411873840445269,2.78,19.79,5.45,70.63,1455.44,11.99207,0.58195,0.17715,184.71,298232459.11,271846763.72,8317369.92,20005372.33
세우글로벌,2012,-0.20458772473651576,2.78,19.79,4.75,57.27,1235.38,18.94535,0.87827,0.74077,11.05,32499611.15,34706491.52,1281150.14,1975429.56
